variable_name,test_statistic (Pearson r),p-value,significant_relationship
Barttorvik_Neutral_3PT%,0.059544810973023415,0.07042601573849751,False
Barttorvik_Neutral_3PT%D,-0.002408414120813409,0.9417182207372068,False
Barttorvik_Neutral_BLK%,0.06149442366511806,0.061691452202234154,False
Barttorvik_Neutral_BLKED%,-0.09330241986398274,0.004532573557783027,False
Barttorvik_Neutral_AST%,0.0754737002156288,0.021769290172006635,False
Barttorvik_Neutral_OP AST%,-0.11797430697490574,0.0003258762767563442,False
Barttorvik_Neutral_2PTR,0.011034510183989512,0.7376430212165781,False
Barttorvik_Neutral_3PTR,-0.01103451018398954,0.7376430212165781,False
Barttorvik_Neutral_2PTRD,0.05254890034512137,0.110424285237519,False
Barttorvik_Neutral_3PTRD,-0.052548900345121385,0.110424285237519,False
Barttorvik_Neutral_BADJ T,0.0076924276462537276,0.8153603691890116,False
Barttorvik_Neutral_AVG HGT,0.11848435733627997,0.00030683673788933736,False
Barttorvik_Neutral_EFF HGT,0.10781334383972899,0.0010293572785179225,False
Barttorvik_Neutral_EXP,0.007531505986681066,0.8191554945390163,False
Barttorvik_Neutral_TALENT,0.13764411352172568,2.6886293002835976e-05,True
Barttorvik_Neutral_FT%,-0.010303457994161002,0.7544460277876456,False
Barttorvik_Neutral_OP FT%,0.009014749813978474,0.7843464615338668,False
Barttorvik_Neutral_PPPO,0.2303692285460017,1.3538188166830171e-12,True
Barttorvik_Neutral_PPPD,-0.16519028863484334,4.434778442141574e-07,True
Barttorvik_Neutral_ELITE SOS,0.11550710915991567,0.00043458135110545083,False
Barttorvik_Neutral_WAB,0.40461403711380745,1.0374727781209796e-37,True
Barttorvik_Neutral_BADJ EM RANK,-0.38664060780805176,2.579311803374608e-34,True
Barttorvik_Neutral_BADJ O RANK,-0.2755901459703528,1.4430423971415148e-17,True
Barttorvik_Neutral_BADJ D RANK,-0.2619619988065741,5.776747235527013e-16,True
Barttorvik_Neutral_BARTHAG RANK,-0.38635686980930456,2.906976377491143e-34,True
Barttorvik_Neutral_EFG% RANK,-0.19065977270620943,5.1771962777478865e-09,True
Barttorvik_Neutral_EFGD% RANK,-0.082084753834886,0.012560400911294069,False
Barttorvik_Neutral_FTR RANK,0.04646528609153288,0.1581641998641988,False
Barttorvik_Neutral_FTRD RANK,-0.13776422056462562,2.6450627708514344e-05,True
Barttorvik_Neutral_TOV% RANK,-0.14385719939295608,1.1344803700947372e-05,True
Barttorvik_Neutral_TOV%D RANK,-0.031100395184693413,0.3450067157746955,False
Barttorvik_Neutral_OREB% RANK,-0.05880087644918017,0.07401537296991707,False
Barttorvik_Neutral_DREB% RANK,-0.19657256468287868,1.6797505482120482e-09,True
Barttorvik_Neutral_OP OREB% RANK,-0.19657256468287868,1.6797505482120482e-09,True
Barttorvik_Neutral_OP DREB% RANK,-0.05880087644918017,0.07401537296991707,False
Barttorvik_Neutral_RAW T RANK,-0.001057917194385161,0.9743808382723256,False
Barttorvik_Neutral_2PT% RANK,-0.22822490518721414,2.2043284875608867e-12,True
Barttorvik_Neutral_2PT%D RANK,-0.09375897670295663,0.004338313097981464,False
Barttorvik_Neutral_3PT% RANK,-0.0638338701100794,0.0524120774881432,False
Barttorvik_Neutral_3PT%D RANK,-0.031873813339691276,0.3331370618130842,False
Barttorvik_Neutral_BLK% RANK,-0.05192286129113985,0.11473897192515516,False
Barttorvik_Neutral_BLKED% RANK,-0.10458108001808505,0.0014554658141817827,False
Barttorvik_Neutral_AST% RANK,-0.07078536919574986,0.03143868661732742,False
Barttorvik_Neutral_OP AST% RANK,-0.12746257488632465,0.0001022713143468778,True
Barttorvik_Neutral_2PTR RANK,-0.004869695384837771,0.8824797548268916,False
Barttorvik_Neutral_3PTR RANK,3.7576455193706615e-05,0.9990898699006538,False
Barttorvik_Neutral_2PTRD RANK,0.025185610566434525,0.4444732890223749,False
Barttorvik_Neutral_3PTRD RANK,-0.02917626664550811,0.3756877029796588,False
Barttorvik_Neutral_BADJT RANK,-0.016464396471065405,0.6171942693476076,False
Barttorvik_Neutral_AVG HGT RANK,-0.12930068335499972,8.09272643915383e-05,True
Barttorvik_Neutral_EFF HGT RANK,-0.09323876923685534,0.004560272291944354,False
Barttorvik_Neutral_EXP RANK,-0.029965180050440403,0.3629100983564279,False
Barttorvik_Neutral_TALENT RANK,-0.1456941605176745,8.729281908220689e-06,True
Barttorvik_Neutral_FT% RANK,0.010132461940738984,0.758393457659491,False
Barttorvik_Neutral_OP FT% RANK,0.018999864592553425,0.5640636584684104,False
Barttorvik_Neutral_PPPO RANK,-0.23721182138429003,2.765037083228911e-13,True
Barttorvik_Neutral_PPPD RANK,-0.1822633416384604,2.4103587944090452e-08,True
Barttorvik_Neutral_ELITE SOS RANK,-0.16953380295747797,2.1720586209618403e-07,True
